000000000000000000000000000000,000000000000000000000000000001,textures/pulse/blackwall
000000000000000000000000000000,000000000000000000000000000001,noshader
000000000000000000000000100000,000000000000000000000000000001,textures/pulse/light_base_green
000000000000000000110010100000,000000000000000000000000000001,textures/common/caulk
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/achtung_clang_128
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/base_wall
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e8clangfloor
000000000000000000000000100000,000000000000000000000000000001,textures/pulse/light_base_common_low
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e8cretefloor01c
000000000000000000000000100000,000000000000000000000000000001,textures/pulse/light_base_red
000000000001000000000000000000,000000000000000000000000000001,textures/pulse/rock_floor
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/rock_steep
000000000000100000110000010000,000000000000000000000000000001,textures/pulse/rock_pit
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/rock_dark
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e6simpwallsupp_pow
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e8beam01b
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/crate
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e6wallsupprt
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e8cretesmlltrim
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e8_base1b
000000000000000000000000100000,000000000000000000000000000001,textures/pulse/light_base_common
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/base_v_ridged
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/base_yellow
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/base_floor
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/ecrate_drty
000000000000000000000000100000,000000000000000000000000000001,textures/pulse/light_base_common_style2
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e6basegrt_smll
000000000000000000110000000000,100000000000000000000000010000,textures/pulse/pipe_slime_s
000000000000100000110000010100,000000000000000000000000000001,textures/pulse/sky
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e8metal03b
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e6simpwallsupp_full_pow
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/flat_dk
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e8crete03
000000000000000000110000100000,000000000000000000000000000001,textures/pulse/lcd_display
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/e6simpwallsupp
000000000000000000110010000000,000000000000000000000000000001,textures/pulse/glass_trim
000000000000000000000000000000,100000000000000000000000000001,textures/pulse/plexiglass
000000000000000000000000100000,000000000000000000000000000001,textures/pulse/light_base_common_style3
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/floor_trim
000000000000000000000000100000,000000000000000000000000000001,textures/pulse/controlpanel2
000000000000010001000000100000,100000000000000000000000000001,textures/pulse/e8bgrate01_s
000000000000000000000010000000,000000000000010000000000000000,textures/common/full_clip
000000000000000000110000100000,000000000000000000000000000001,textures/pulse/black
000000000000000000000000100000,000000000000000000000000000001,textures/pulse/light_base_yellow
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/rmetal1b
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/rmetal2b_pow
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/bnw
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/evil8_trim_e8support05
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/evil4_metals_defaultmetal
000000000000000000000000000000,000000000000000000000000000001,textures/atcs/eq2_stepside_01
000000000000000000000000100000,000000000000000000000000000001,textures/pulse/light_base_common_off
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/floor1_l1_2a
000000000000000000000000000000,000000000000000000000000000001,textures/pulse/door_metal
